ind	reg	sex	chrom	nonEnrCG	nonEnrnonCG	EnrCG	EnrnonCG
S_Armenian-1	WestEurasia	M	14	61	598	6	49
S_Armenian-2	WestEurasia	M	14	70	652	4	49
S_Atayal-1	EastAsia	M	14	72	699	6	35
S_Balochi-1	SouthAsia	M	14	66	702	3	45
S_Balochi-2	SouthAsia	M	14	54	563	4	45
S_Basque-1	WestEurasia	M	14	62	655	8	66
S_Basque-2	WestEurasia	F	14	75	670	2	35
S_BedouinB-1	WestEurasia	M	14	67	636	5	39
S_BedouinB-2	WestEurasia	F	14	70	640	2	46
S_Bengali-1	SouthAsia	M	14	72	654	3	33
S_Bengali-2	SouthAsia	F	14	67	629	6	55
S_Bergamo-1	WestEurasia	M	14	68	619	8	56
S_Bergamo-2	WestEurasia	F	14	70	719	3	38
S_Brahmin-1	SouthAsia	M	14	61	641	4	29
S_Brahmin-2	SouthAsia	M	14	70	680	7	36
S_Brahui-1	SouthAsia	M	14	71	578	6	34
S_Brahui-2	SouthAsia	M	14	72	666	7	38
S_Bulgarian-1	WestEurasia	M	14	62	610	1	60
S_Bulgarian-2	WestEurasia	M	14	61	607	6	44
S_Burmese-1	EastAsia	M	14	76	701	9	55
S_Burmese-2	EastAsia	M	14	65	647	3	40
S_Burusho-1	SouthAsia	M	14	71	603	5	42
S_Burusho-2	SouthAsia	F	14	66	674	2	42
S_Cambodian-1	EastAsia	M	14	66	660	6	31
S_Cambodian-2	EastAsia	F	14	74	644	6	41
S_Chane-1	America	M	14	67	659	4	32
S_Chechen-1	WestEurasia	M	14	59	585	4	43
S_Chukchi-1	CentralAsiaSiberia	M	14	63	608	6	45
S_Czech-2	WestEurasia	M	14	72	694	9	34
S_Dai-1	EastAsia	F	14	54	636	5	45
S_Dai-2	EastAsia	M	14	69	646	7	33
S_Dai-3	EastAsia	F	14	68	584	3	45
S_Daur-2	EastAsia	F	14	79	684	3	34
S_Druze-1	WestEurasia	F	14	63	682	5	48
S_Druze-2	WestEurasia	M	14	69	655	8	54
S_English-1	WestEurasia	M	14	69	607	4	43
S_English-2	WestEurasia	F	14	75	749	5	39
S_Eskimo_Chaplin-1	CentralAsiaSiberia	M	14	63	643	7	42
S_Eskimo_Naukan-1	CentralAsiaSiberia	F	14	60	655	7	37
S_Eskimo_Naukan-2	CentralAsiaSiberia	F	14	73	709	9	50
S_Eskimo_Sireniki-1	CentralAsiaSiberia	M	14	70	667	6	60
S_Eskimo_Sireniki-2	CentralAsiaSiberia	F	14	69	615	4	46
S_Estonian-1	WestEurasia	M	14	67	685	7	40
S_Estonian-2	WestEurasia	M	14	63	593	6	48
S_Even-1	CentralAsiaSiberia	F	14	63	586	3	53
S_Even-2	CentralAsiaSiberia	M	14	84	692	5	32
S_Even-3	CentralAsiaSiberia	F	14	67	728	5	45
S_Finnish-1	WestEurasia	F	14	76	623	4	42
S_Finnish-2	WestEurasia	M	14	71	668	4	44
S_Finnish-3	WestEurasia	M	14	76	710	6	49
S_French-1	WestEurasia	M	14	73	657	6	43
S_French-2	WestEurasia	F	14	75	692	5	27
S_Georgian-1	WestEurasia	M	14	60	668	7	39
S_Georgian-2	WestEurasia	M	14	83	705	7	51
S_Greek-1	WestEurasia	M	14	66	674	6	29
S_Greek-2	WestEurasia	M	14	63	615	4	46
S_Han-1	EastAsia	F	14	69	715	3	35
S_Han-2	EastAsia	M	14	87	699	6	36
S_Hazara-1	SouthAsia	M	14	96	652	6	40
S_Hazara-2	SouthAsia	M	14	59	650	8	66
S_Hezhen-1	EastAsia	M	14	66	687	9	53
S_Hezhen-2	EastAsia	F	14	72	728	6	46
S_Hungarian-1	WestEurasia	F	14	62	632	8	44
S_Hungarian-2	WestEurasia	M	14	75	635	7	51
S_Icelandic-1	WestEurasia	F	14	73	620	9	44
S_Icelandic-2	WestEurasia	F	14	72	650	8	44
S_Iranian-1	WestEurasia	M	14	65	617	6	36
S_Iranian-2	WestEurasia	M	14	61	578	8	58
S_Iraqi_Jew-1	WestEurasia	F	14	62	650	5	54
S_Iraqi_Jew-2	WestEurasia	M	14	63	570	6	43
S_Irula-1	SouthAsia	M	14	61	687	8	43
S_Irula-2	SouthAsia	M	14	63	676	7	43
S_Itelman-1	CentralAsiaSiberia	F	14	75	635	7	55
S_Japanese-1	EastAsia	M	14	64	602	4	43
S_Japanese-2	EastAsia	F	14	78	727	6	40
S_Japanese-3	EastAsia	M	14	58	691	5	50
S_Jordanian-1	WestEurasia	M	14	62	638	4	34
S_Jordanian-2	WestEurasia	M	14	67	569	7	38
S_Jordanian-3	WestEurasia	M	14	60	581	2	41
S_Kalash-1	SouthAsia	M	14	65	679	4	41
S_Kalash-2	SouthAsia	F	14	60	570	4	52
S_Kapu-1	SouthAsia	M	14	62	674	4	42
S_Kapu-2	SouthAsia	M	14	58	614	8	58
S_Karitiana-1	America	M	14	65	719	4	27
S_Karitiana-2	America	F	14	69	751	7	30
S_Khonda_Dora-1	SouthAsia	M	14	60	687	5	37
S_Kinh-1	EastAsia	F	14	64	662	5	44
S_Kinh-2	EastAsia	M	14	73	673	7	35
S_Korean-1	EastAsia	M	14	70	707	4	62
S_Korean-2	EastAsia	F	14	70	680	5	41
S_Kusunda-1	SouthAsia	M	14	54	679	9	39
S_Kusunda-2	SouthAsia	M	14	72	662	12	47
S_Kyrgyz-1	CentralAsiaSiberia	M	14	64	677	5	59
S_Kyrgyz-2	CentralAsiaSiberia	F	14	91	704	3	38
S_Lahu-1	EastAsia	F	14	65	659	4	38
S_Lahu-2	EastAsia	M	14	59	663	6	73
S_Lezgin-1	WestEurasia	M	14	66	645	9	30
S_Lezgin-2	WestEurasia	M	14	61	621	6	39
S_Madiga-1	SouthAsia	M	14	67	639	8	55
S_Madiga-2	SouthAsia	M	14	72	752	9	40
S_Makrani-1	SouthAsia	M	14	65	626	5	49
S_Makrani-2	SouthAsia	F	14	58	617	2	37
S_Mala-2	SouthAsia	M	14	55	664	6	46
S_Mala-3	SouthAsia	M	14	69	660	2	44
S_Mansi-1	CentralAsiaSiberia	M	14	85	801	6	56
S_Mansi-2	CentralAsiaSiberia	F	14	59	652	5	55
S_Mayan-1	America	F	14	58	714	7	34
S_Mayan-2	America	F	14	70	695	7	33
S_Miao-1	EastAsia	M	14	65	636	5	71
S_Miao-2	EastAsia	F	14	64	677	4	44
S_Mixe-2	America	F	14	72	720	6	32
S_Mixe-3	America	F	14	73	751	6	34
S_Mixtec-1	America	M	14	66	736	6	37
S_Mixtec-2	America	F	14	73	663	7	39
S_Mongola-1	CentralAsiaSiberia	M	14	56	668	5	52
S_Mongola-2	CentralAsiaSiberia	F	14	78	669	9	47
S_Naxi-1	EastAsia	M	14	71	697	4	45
S_Naxi-2	EastAsia	F	14	72	734	4	50
S_Naxi-3	EastAsia	F	14	68	650	5	39
S_North_Ossetian-1	WestEurasia	M	14	65	636	5	32
S_North_Ossetian-2	WestEurasia	M	14	62	607	8	51
S_Norwegian-1	WestEurasia	F	14	67	625	6	52
S_Orcadian-1	WestEurasia	M	14	77	629	5	46
S_Orcadian-2	WestEurasia	F	14	63	604	6	35
S_Oroqen-1	EastAsia	M	14	66	608	3	41
S_Oroqen-2	EastAsia	F	14	81	661	6	42
S_Palestinian-1	WestEurasia	M	14	57	632	9	56
S_Palestinian-2	WestEurasia	M	14	68	646	4	36
S_Palestinian-3	WestEurasia	F	14	59	613	11	32
S_Pathan-1	SouthAsia	M	14	71	657	5	46
S_Pathan-2	SouthAsia	F	14	65	731	5	30
S_Piapoco-1	America	F	14	65	684	6	41
S_Piapoco-2	America	F	14	81	661	5	30
S_Pima-1	America	M	14	57	735	4	40
S_Pima-2	America	F	14	56	689	6	28
S_Polish-1	WestEurasia	M	14	84	627	5	38
S_Punjabi-1	SouthAsia	M	14	58	678	5	54
S_Punjabi-2	SouthAsia	M	14	66	657	6	45
S_Punjabi-3	SouthAsia	F	14	53	633	7	28
S_Punjabi-4	SouthAsia	F	14	67	659	1	41
S_Quechua-1	America	F	14	65	689	10	40
S_Quechua-2	America	M	14	67	696	6	24
S_Quechua-3	America	F	14	70	674	4	44
S_Relli-1	SouthAsia	M	14	66	639	6	32
S_Relli-2	SouthAsia	M	14	66	660	5	69
S_Russian-1	WestEurasia	M	14	61	606	6	57
S_Russian-2	WestEurasia	F	14	50	647	7	53
S_Saami-1	WestEurasia	F	14	67	645	6	47
S_Saami-2	WestEurasia	M	14	72	672	4	64
S_Samaritan-1	WestEurasia	M	14	72	624	8	37
S_Sardinian-1	WestEurasia	M	14	68	659	3	58
S_Sardinian-2	WestEurasia	F	14	66	578	2	58
S_She-1	EastAsia	F	14	73	676	3	50
S_She-2	EastAsia	M	14	63	710	3	46
S_Sindhi-1	SouthAsia	M	14	79	661	11	24
S_Sindhi-2	SouthAsia	F	14	58	647	8	60
S_Spanish-1	WestEurasia	M	14	61	717	5	59
S_Spanish-2	WestEurasia	F	14	94	662	6	48
S_Surui-1	America	F	14	76	667	6	33
S_Surui-2	America	F	14	74	724	6	29
S_Tajik-1	WestEurasia	M	14	62	616	5	45
S_Tajik-2	WestEurasia	M	14	78	556	2	45
S_Thai-1	EastAsia	M	14	76	669	2	59
S_Thai-2	EastAsia	F	14	65	711	11	50
S_Tlingit-1	CentralAsiaSiberia	M	14	81	589	3	53
S_Tlingit-2	CentralAsiaSiberia	F	14	53	701	9	47
S_Tu-1	EastAsia	M	14	73	604	5	43
S_Tu-2	EastAsia	F	14	55	621	9	46
S_Tubalar-1	CentralAsiaSiberia	F	14	69	611	6	60
S_Tubalar-2	CentralAsiaSiberia	F	14	67	640	4	40
S_Tujia-1	EastAsia	M	14	67	680	5	43
S_Tujia-2	EastAsia	F	14	70	563	4	43
S_Turkish-1	WestEurasia	M	14	72	673	3	46
S_Turkish-2	WestEurasia	F	14	52	608	6	58
S_Tuscan-1	WestEurasia	F	14	75	609	3	35
S_Tuscan-2	WestEurasia	M	14	65	643	4	53
S_Ulchi-1	CentralAsiaSiberia	F	14	83	662	6	48
S_Ulchi-2	CentralAsiaSiberia	F	14	77	623	3	39
S_Uygur-1	EastAsia	F	14	68	640	2	60
S_Uygur-2	EastAsia	M	14	71	581	6	41
S_Xibo-1	EastAsia	M	14	68	639	2	43
S_Xibo-2	EastAsia	M	14	68	694	6	50
S_Yadava-1	SouthAsia	M	14	58	624	4	45
S_Yadava-2	SouthAsia	M	14	62	562	5	33
S_Yakut-1	CentralAsiaSiberia	F	14	67	682	5	52
S_Yakut-2	CentralAsiaSiberia	M	14	66	645	9	49
S_Yemenite_Jew-1	WestEurasia	F	14	62	628	4	43
S_Yemenite_Jew-2	WestEurasia	M	14	71	620	5	44
S_Yi-1	EastAsia	M	14	62	584	2	52
S_Yi-2	EastAsia	F	14	75	670	6	44
S_Zapotec-1	America	M	14	65	681	5	44
S_Zapotec-2	America	M	14	54	696	6	27
S_Abkhasian-1	WestEurasia	M	15	35	449	20	189
S_Abkhasian-2	WestEurasia	M	15	52	500	24	190
S_Adygei-1	WestEurasia	M	15	54	490	22	234
S_Adygei-2	WestEurasia	F	15	48	541	22	184
S_Albanian-1	WestEurasia	F	15	55	464	15	187
S_Aleut-1	CentralAsiaSiberia	M	15	49	510	27	223
S_Aleut-2	CentralAsiaSiberia	F	15	43	491	21	185
S_Altaian-1	CentralAsiaSiberia	M	15	45	523	25	202
S_Ami-1	EastAsia	M	15	37	466	14	194
S_Ami-2	EastAsia	M	15	44	507	18	199
S_Armenian-1	WestEurasia	M	15	56	505	18	223
S_Armenian-2	WestEurasia	M	15	51	555	20	235
S_Atayal-1	EastAsia	M	15	47	515	15	196
S_Balochi-1	SouthAsia	M	15	53	461	26	183
S_Balochi-2	SouthAsia	M	15	46	519	27	191
S_Basque-1	WestEurasia	M	15	48	517	28	219
S_Basque-2	WestEurasia	F	15	49	514	20	211
S_BedouinB-1	WestEurasia	M	15	54	495	23	214
S_BedouinB-2	WestEurasia	F	15	49	471	20	161
S_Bengali-1	SouthAsia	M	15	46	500	14	224
S_Bengali-2	SouthAsia	F	15	42	521	20	180
S_Bergamo-1	WestEurasia	M	15	47	490	22	204
S_Bergamo-2	WestEurasia	F	15	46	523	27	207
S_Brahmin-1	SouthAsia	M	15	51	529	24	184
S_Brahmin-2	SouthAsia	M	15	60	527	20	221
S_Brahui-1	SouthAsia	M	15	43	455	28	203
S_Brahui-2	SouthAsia	M	15	53	466	22	207
S_Bulgarian-1	WestEurasia	M	15	40	509	27	201
S_Bulgarian-2	WestEurasia	M	15	45	473	18	212
S_Burmese-1	EastAsia	M	15	47	559	23	217
S_Burmese-2	EastAsia	M	15	53	599	26	227
S_Burusho-1	SouthAsia	M	15	42	485	32	222
S_Burusho-2	SouthAsia	F	15	44	496	24	202
S_Cambodian-1	EastAsia	M	15	48	536	21	209
S_Cambodian-2	EastAsia	F	15	61	518	17	216
S_Chane-1	America	M	15	45	568	27	224
S_Chechen-1	WestEurasia	M	15	57	539	19	205
S_Chukchi-1	CentralAsiaSiberia	M	15	42	533	22	224
S_Czech-2	WestEurasia	M	15	42	507	25	208
S_Dai-1	EastAsia	F	15	44	524	14	228
S_Dai-2	EastAsia	M	15	50	533	24	208
S_Dai-3	EastAsia	F	15	56	478	23	195
S_Daur-2	EastAsia	F	15	60	531	28	215
S_Druze-1	WestEurasia	F	15	44	537	12	231
S_Druze-2	WestEurasia	M	15	41	492	13	200
S_English-1	WestEurasia	M	15	50	550	21	195
S_English-2	WestEurasia	F	15	45	531	20	202
S_Eskimo_Chaplin-1	CentralAsiaSiberia	M	15	48	568	27	218
S_Eskimo_Naukan-1	CentralAsiaSiberia	F	15	55	547	21	200
S_Eskimo_Naukan-2	CentralAsiaSiberia	F	15	51	523	21	214
S_Eskimo_Sireniki-1	CentralAsiaSiberia	M	15	60	496	31	229
S_Eskimo_Sireniki-2	CentralAsiaSiberia	F	15	53	569	25	242
S_Estonian-1	WestEurasia	M	15	57	533	24	219
S_Estonian-2	WestEurasia	M	15	46	512	21	206
S_Even-1	CentralAsiaSiberia	F	15	48	566	30	229
S_Even-2	CentralAsiaSiberia	M	15	60	523	25	217
S_Even-3	CentralAsiaSiberia	F	15	54	539	22	259
S_Finnish-1	WestEurasia	F	15	54	531	28	212
S_Finnish-2	WestEurasia	M	15	58	580	17	187
S_Finnish-3	WestEurasia	M	15	53	568	20	209
S_French-1	WestEurasia	M	15	45	515	30	206
S_French-2	WestEurasia	F	15	39	505	20	187
S_Georgian-1	WestEurasia	M	15	39	502	28	229
S_Georgian-2	WestEurasia	M	15	47	484	29	220
S_Greek-1	WestEurasia	M	15	31	509	22	210
S_Greek-2	WestEurasia	M	15	53	512	19	190
S_Han-1	EastAsia	F	15	45	541	22	229
S_Han-2	EastAsia	M	15	45	525	18	225
S_Hazara-1	SouthAsia	M	15	49	518	28	219
S_Hazara-2	SouthAsia	M	15	61	528	20	177
S_Hezhen-1	EastAsia	M	15	53	521	34	252
S_Hezhen-2	EastAsia	F	15	52	534	22	249
S_Hungarian-1	WestEurasia	F	15	39	465	22	200
S_Hungarian-2	WestEurasia	M	15	53	462	20	217
S_Icelandic-1	WestEurasia	F	15	51	476	16	209
S_Icelandic-2	WestEurasia	F	15	64	507	18	207
S_Iranian-1	WestEurasia	M	15	64	518	22	205
S_Iranian-2	WestEurasia	M	15	47	502	18	190
S_Iraqi_Jew-1	WestEurasia	F	15	53	530	22	228
S_Iraqi_Jew-2	WestEurasia	M	15	44	494	20	200
S_Irula-1	SouthAsia	M	15	51	513	26	221
S_Irula-2	SouthAsia	M	15	51	509	21	207
S_Itelman-1	CentralAsiaSiberia	F	15	59	573	20	213
S_Japanese-1	EastAsia	M	15	49	572	26	207
S_Japanese-2	EastAsia	F	15	58	520	21	212
S_Japanese-3	EastAsia	M	15	49	511	19	204
S_Jordanian-1	WestEurasia	M	15	65	533	26	229
S_Jordanian-2	WestEurasia	M	15	48	498	20	187
S_Jordanian-3	WestEurasia	M	15	52	538	24	225
S_Kalash-1	SouthAsia	M	15	53	587	23	196
S_Kalash-2	SouthAsia	F	15	57	589	23	198
S_Kapu-1	SouthAsia	M	15	63	613	22	194
S_Kapu-2	SouthAsia	M	15	59	538	29	188
S_Karitiana-1	America	M	15	42	580	24	227
S_Karitiana-2	America	F	15	48	567	25	235
S_Khonda_Dora-1	SouthAsia	M	15	54	592	23	163
S_Kinh-1	EastAsia	F	15	34	522	23	217
S_Kinh-2	EastAsia	M	15	43	542	28	216
S_Korean-1	EastAsia	M	15	45	558	16	210
S_Korean-2	EastAsia	F	15	46	522	21	210
S_Kusunda-1	SouthAsia	M	15	51	553	17	219
S_Kusunda-2	SouthAsia	M	15	41	519	17	212
S_Kyrgyz-1	CentralAsiaSiberia	M	15	50	541	18	203
S_Kyrgyz-2	CentralAsiaSiberia	F	15	56	489	26	268
S_Lahu-1	EastAsia	F	15	53	498	22	199
S_Lahu-2	EastAsia	M	15	47	541	25	207
S_Lezgin-1	WestEurasia	M	15	49	526	12	162
S_Lezgin-2	WestEurasia	M	15	43	491	31	204
S_Madiga-1	SouthAsia	M	15	51	480	16	217
S_Madiga-2	SouthAsia	M	15	51	540	20	192
S_Makrani-1	SouthAsia	M	15	45	551	26	240
S_Makrani-2	SouthAsia	F	15	60	535	22	225
S_Mala-2	SouthAsia	M	15	47	500	33	206
S_Mala-3	SouthAsia	M	15	55	512	13	191
S_Mansi-1	CentralAsiaSiberia	M	15	37	539	19	186
S_Mansi-2	CentralAsiaSiberia	F	15	41	553	28	246
S_Mayan-1	America	F	15	39	549	28	214
S_Mayan-2	America	F	15	57	644	30	209
S_Miao-1	EastAsia	M	15	47	555	18	204
S_Miao-2	EastAsia	F	15	51	532	25	196
S_Mixe-2	America	F	15	47	509	23	234
S_Mixe-3	America	F	15	41	612	24	231
S_Mixtec-1	America	M	15	46	489	17	198
S_Mixtec-2	America	F	15	44	537	22	201
S_Mongola-1	CentralAsiaSiberia	M	15	41	505	20	227
S_Mongola-2	CentralAsiaSiberia	F	15	33	550	19	198
S_Naxi-1	EastAsia	M	15	52	511	19	188
S_Naxi-2	EastAsia	F	15	52	501	18	216
S_Naxi-3	EastAsia	F	15	57	503	14	202
S_North_Ossetian-1	WestEurasia	M	15	50	490	18	186
S_North_Ossetian-2	WestEurasia	M	15	41	491	20	206
S_Norwegian-1	WestEurasia	F	15	49	476	29	245
S_Orcadian-1	WestEurasia	M	15	46	536	21	229
S_Orcadian-2	WestEurasia	F	15	52	559	24	194
S_Oroqen-1	EastAsia	M	15	61	541	17	199
S_Oroqen-2	EastAsia	F	15	55	573	37	209
S_Palestinian-1	WestEurasia	M	15	40	526	19	196
S_Palestinian-2	WestEurasia	M	15	56	499	22	210
S_Palestinian-3	WestEurasia	F	15	44	510	28	210
S_Pathan-1	SouthAsia	M	15	50	523	30	183
S_Pathan-2	SouthAsia	F	15	41	521	17	213
S_Piapoco-1	America	F	15	43	523	20	217
S_Piapoco-2	America	F	15	46	535	22	256
S_Pima-1	America	M	15	50	557	24	187
S_Pima-2	America	F	15	48	642	31	227
S_Polish-1	WestEurasia	M	15	41	504	13	195
S_Punjabi-1	SouthAsia	M	15	65	550	17	225
S_Punjabi-2	SouthAsia	M	15	51	511	20	207
S_Punjabi-3	SouthAsia	F	15	37	479	18	191
S_Punjabi-4	SouthAsia	F	15	62	560	22	209
S_Quechua-1	America	F	15	45	564	22	207
S_Quechua-2	America	M	15	39	569	23	228
S_Quechua-3	America	F	15	44	522	27	226
S_Relli-1	SouthAsia	M	15	45	515	27	215
S_Relli-2	SouthAsia	M	15	48	487	22	190
S_Russian-1	WestEurasia	M	15	45	540	29	227
S_Russian-2	WestEurasia	F	15	58	508	24	205
S_Saami-1	WestEurasia	F	15	45	530	23	178
S_Saami-2	WestEurasia	M	15	41	483	18	234
S_Samaritan-1	WestEurasia	M	15	37	466	21	183
S_Sardinian-1	WestEurasia	M	15	64	527	22	202
S_Sardinian-2	WestEurasia	F	15	50	546	23	181
S_She-1	EastAsia	F	15	47	517	30	209
S_She-2	EastAsia	M	15	45	490	21	191
S_Sindhi-1	SouthAsia	M	15	49	547	20	199
S_Sindhi-2	SouthAsia	F	15	68	533	21	177
S_Spanish-1	WestEurasia	M	15	50	543	25	204
S_Spanish-2	WestEurasia	F	15	39	505	26	188
S_Surui-1	America	F	15	45	558	23	239
S_Surui-2	America	F	15	44	571	21	204
S_Tajik-1	WestEurasia	M	15	46	487	25	221
S_Tajik-2	WestEurasia	M	15	50	557	18	192
S_Thai-1	EastAsia	M	15	49	532	20	229
S_Thai-2	EastAsia	F	15	43	512	26	197
S_Tlingit-1	CentralAsiaSiberia	M	15	41	499	26	256
S_Tlingit-2	CentralAsiaSiberia	F	15	44	516	24	191
S_Tu-1	EastAsia	M	15	41	584	26	201
S_Tu-2	EastAsia	F	15	53	480	23	226
S_Tubalar-1	CentralAsiaSiberia	F	15	57	518	24	215
S_Tubalar-2	CentralAsiaSiberia	F	15	42	510	18	199
S_Tujia-1	EastAsia	M	15	53	544	24	246
S_Tujia-2	EastAsia	F	15	53	525	17	219
S_Turkish-1	WestEurasia	M	15	47	480	29	210
S_Turkish-2	WestEurasia	F	15	48	489	15	222
S_Tuscan-1	WestEurasia	F	15	61	550	16	180
S_Tuscan-2	WestEurasia	M	15	46	484	23	179
S_Ulchi-1	CentralAsiaSiberia	F	15	49	540	24	259
S_Ulchi-2	CentralAsiaSiberia	F	15	57	546	23	214
S_Uygur-1	EastAsia	F	15	52	500	21	205
S_Uygur-2	EastAsia	M	15	44	491	25	178
S_Xibo-1	EastAsia	M	15	49	512	20	196
S_Xibo-2	EastAsia	M	15	41	539	25	210
S_Yadava-1	SouthAsia	M	15	52	497	20	210
S_Yadava-2	SouthAsia	M	15	56	510	25	216
S_Yakut-1	CentralAsiaSiberia	F	15	68	476	28	197
S_Yakut-2	CentralAsiaSiberia	M	15	40	498	25	198
S_Yemenite_Jew-1	WestEurasia	F	15	65	504	14	182
S_Yemenite_Jew-2	WestEurasia	M	15	42	472	22	185
S_Yi-1	EastAsia	M	15	57	496	25	222
S_Yi-2	EastAsia	F	15	67	523	28	220
S_Zapotec-1	America	M	15	50	539	24	243
S_Zapotec-2	America	M	15	57	534	26	204
S_Abkhasian-1	WestEurasia	M	16	31	433	105	501
S_Abkhasian-2	WestEurasia	M	16	37	455	80	505
S_Adygei-1	WestEurasia	M	16	39	518	81	503
S_Adygei-2	WestEurasia	F	16	33	536	100	563
S_Albanian-1	WestEurasia	F	16	45	486	98	572
S_Aleut-1	CentralAsiaSiberia	M	16	34	479	85	491
S_Aleut-2	CentralAsiaSiberia	F	16	45	465	93	457
S_Altaian-1	CentralAsiaSiberia	M	16	37	448	85	522
S_Ami-1	EastAsia	M	16	44	456	78	548
S_Ami-2	EastAsia	M	16	73	565	111	622
S_Armenian-1	WestEurasia	M	16	31	452	93	518
S_Armenian-2	WestEurasia	M	16	41	481	107	533
S_Atayal-1	EastAsia	M	16	52	471	99	529
S_Balochi-1	SouthAsia	M	16	41	484	100	510
S_Balochi-2	SouthAsia	M	16	44	468	82	523
S_Basque-1	WestEurasia	M	16	37	521	83	479
S_Basque-2	WestEurasia	F	16	46	462	74	460
S_BedouinB-1	WestEurasia	M	16	47	474	81	532
S_BedouinB-2	WestEurasia	F	16	47	456	89	523
S_Bengali-1	SouthAsia	M	16	48	507	84	485
S_Bengali-2	SouthAsia	F	16	48	477	78	546
S_Bergamo-1	WestEurasia	M	16	44	454	90	548
S_Bergamo-2	WestEurasia	F	16	38	513	70	503
S_Brahmin-1	SouthAsia	M	16	52	479	83	479
S_Brahmin-2	SouthAsia	M	16	53	474	96	522
S_Brahui-1	SouthAsia	M	16	39	471	81	466
S_Brahui-2	SouthAsia	M	16	40	468	63	468
S_Bulgarian-1	WestEurasia	M	16	41	455	96	534
S_Bulgarian-2	WestEurasia	M	16	42	517	98	456
S_Burmese-1	EastAsia	M	16	42	448	86	595
S_Burmese-2	EastAsia	M	16	39	488	86	546
S_Burusho-1	SouthAsia	M	16	45	484	69	524
S_Burusho-2	SouthAsia	F	16	43	553	87	481
S_Cambodian-1	EastAsia	M	16	56	529	108	494
S_Cambodian-2	EastAsia	F	16	52	459	84	576
S_Chane-1	America	M	16	68	565	79	472
S_Chechen-1	WestEurasia	M	16	44	465	74	508
S_Chukchi-1	CentralAsiaSiberia	M	16	44	472	83	541
S_Czech-2	WestEurasia	M	16	53	478	69	516
S_Dai-1	EastAsia	F	16	47	481	68	428
S_Dai-2	EastAsia	M	16	55	575	94	481
S_Dai-3	EastAsia	F	16	54	581	102	509
S_Daur-2	EastAsia	F	16	45	505	77	506
S_Druze-1	WestEurasia	F	16	53	515	89	550
S_Druze-2	WestEurasia	M	16	46	462	92	479
S_English-1	WestEurasia	M	16	38	454	92	517
S_English-2	WestEurasia	F	16	43	464	79	545
S_Eskimo_Chaplin-1	CentralAsiaSiberia	M	16	50	527	82	475
S_Eskimo_Naukan-1	CentralAsiaSiberia	F	16	44	497	71	484
S_Eskimo_Naukan-2	CentralAsiaSiberia	F	16	52	565	62	490
S_Eskimo_Sireniki-1	CentralAsiaSiberia	M	16	44	473	62	453
S_Eskimo_Sireniki-2	CentralAsiaSiberia	F	16	43	517	77	479
S_Estonian-1	WestEurasia	M	16	43	460	92	559
S_Estonian-2	WestEurasia	M	16	42	522	87	534
S_Even-1	CentralAsiaSiberia	F	16	32	463	81	478
S_Even-2	CentralAsiaSiberia	M	16	34	464	65	509
S_Even-3	CentralAsiaSiberia	F	16	37	468	88	530
S_Finnish-1	WestEurasia	F	16	40	458	87	537
S_Finnish-2	WestEurasia	M	16	36	501	82	477
S_Finnish-3	WestEurasia	M	16	58	555	81	543
S_French-1	WestEurasia	M	16	44	463	79	569
S_French-2	WestEurasia	F	16	42	489	88	497
S_Georgian-1	WestEurasia	M	16	51	479	98	524
S_Georgian-2	WestEurasia	M	16	41	460	111	571
S_Greek-1	WestEurasia	M	16	44	507	98	562
S_Greek-2	WestEurasia	M	16	26	460	99	548
S_Han-1	EastAsia	F	16	45	597	100	512
S_Han-2	EastAsia	M	16	62	569	106	571
S_Hazara-1	SouthAsia	M	16	39	448	89	523
S_Hazara-2	SouthAsia	M	16	45	472	114	579
S_Hezhen-1	EastAsia	M	16	45	468	80	494
S_Hezhen-2	EastAsia	F	16	30	468	98	552
S_Hungarian-1	WestEurasia	F	16	36	448	85	507
S_Hungarian-2	WestEurasia	M	16	39	478	94	569
S_Icelandic-1	WestEurasia	F	16	40	450	81	439
S_Icelandic-2	WestEurasia	F	16	41	470	89	464
S_Iranian-1	WestEurasia	M	16	40	475	80	542
S_Iranian-2	WestEurasia	M	16	42	472	92	435
S_Iraqi_Jew-1	WestEurasia	F	16	34	478	94	542
S_Iraqi_Jew-2	WestEurasia	M	16	31	461	62	460
S_Irula-1	SouthAsia	M	16	49	493	78	511
S_Irula-2	SouthAsia	M	16	40	476	88	553
S_Itelman-1	CentralAsiaSiberia	F	16	32	460	91	456
S_Japanese-1	EastAsia	M	16	39	483	78	498
S_Japanese-2	EastAsia	F	16	47	509	68	493
S_Japanese-3	EastAsia	M	16	37	493	88	560
S_Jordanian-1	WestEurasia	M	16	46	478	85	477
S_Jordanian-2	WestEurasia	M	16	40	462	93	489
S_Jordanian-3	WestEurasia	M	16	56	470	91	552
S_Kalash-1	SouthAsia	M	16	46	466	69	527
S_Kalash-2	SouthAsia	F	16	43	517	75	577
S_Kapu-1	SouthAsia	M	16	42	454	78	547
S_Kapu-2	SouthAsia	M	16	36	471	90	548
S_Karitiana-1	America	M	16	60	487	94	435
S_Karitiana-2	America	F	16	61	565	102	525
S_Khonda_Dora-1	SouthAsia	M	16	48	505	81	550
S_Kinh-1	EastAsia	F	16	37	528	103	582
S_Kinh-2	EastAsia	M	16	48	441	78	544
